Feature,Importance
id,0.02588151133035401
cont1,0.011234676016336945
cont2,0.0435822216743943
cont3,0.012244881172146163
cont4,0.010907997128761981
cont5,0.011396414271766766
cont6,0.011848152470930377
cont7,0.05533221039973322
cont8,0.012514438784746635
cont9,0.00818699513579344
cont10,0.008377562038582422
cont11,0.01168481253877586
cont12,0.011970990739539071
cont13,0.010989013526417547
cont14,0.03429530151621776
cat1_A,0.003663989192122899
cat1_B,0.004811709249931922
cat2_A,0.0011495187837711335
cat2_B,0.0027993131321909052
cat3_A,0.0004260807095963822
cat3_B,0.0004112135217032213
cat4_A,0.000982588792856465
cat4_B,0.0012117138642630822
cat5_A,0.0009956862547243197
cat5_B,0.0013390417694814666
cat6_A,0.0011393935950182968
cat6_B,0.001287884465239128
cat7_A,0.00018031552026851526
cat7_B,0.00021790851925693736
cat8_A,0.0003824907610362932
cat8_B,0.00045599785414381533
cat9_A,0.0011021219530535705
cat9_B,0.0011223653044320867
cat10_A,0.0014993899635704177
cat10_B,0.0013965705550253063
cat11_A,0.001576318545722283
cat11_B,0.0017457561252064821
cat12_A,0.013344517793469434
cat12_B,0.021750170237353973
cat13_A,0.0014410525610766246
cat13_B,0.0013922039665532982
cat14_A,0.0004625103032126859
cat14_B,0.0004879986793437926
cat15_A,5.279878980112272e-06
cat15_B,2.0819556608734284e-06
cat16_A,0.0006163581000265584
cat16_B,0.0005704940802165524
cat17_A,0.00030693062797437656
cat17_B,0.00026710830983467143
cat18_A,0.00020041455496743157
cat18_B,0.0001957311647035536
cat19_A,0.0002787792967793164
cat19_B,0.00027144370400223326
cat20_A,7.760664040182315e-05
cat20_B,7.577409132698529e-05
cat21_A,6.198478798905458e-05
cat21_B,5.369055401303169e-05
cat22_A,5.325023446267798e-06
cat22_B,2.76155474432206e-06
cat23_A,0.0012307222428954727
cat23_B,0.0011838639021675968
cat24_A,0.0005345103115151161
cat24_B,0.00047077501259195525
cat25_A,0.0010906156590670293
cat25_B,0.0011356680055700083
cat26_A,0.0015985545508222037
cat26_B,0.0015746681534570923
cat27_A,0.0016480907037576082
cat27_B,0.001613784153339122
cat28_A,0.0006326663774116857
cat28_B,0.0005921057546088759
cat29_A,0.0005820008686640789
cat29_B,0.0004810004613131376
cat30_A,0.00032968116383736123
cat30_B,0.000332733040490224
cat31_A,0.00040276953299334795
cat31_B,0.0004129291392356806
cat32_A,0.0002547834729126193
cat32_B,0.0002562959607120778
cat33_A,0.00016929794272205315
cat33_B,0.00013566651653356304
cat34_A,0.00013681809113966868
cat34_B,0.00012866104374776482
cat35_A,0.00010274513280261036
cat35_B,0.00011473750043812583
cat36_A,0.0013763670905386147
cat36_B,0.0013066861777567664
cat37_A,0.0012337978719370718
cat37_B,0.001168005485954486
cat38_A,0.0017020050589689883
cat38_B,0.0014448665638087507
cat39_A,0.00039400194698194056
cat39_B,0.000391995772538717
cat40_A,0.0006396769662574824
cat40_B,0.0006514706307887988
cat41_A,0.0005172466982528162
cat41_B,0.0004927521528488194
cat42_A,0.0003063121395110343
cat42_B,0.00021984118797389467
cat43_A,0.0003802452592492072
cat43_B,0.0003060377146385939
cat44_A,0.00251338681965379
cat44_B,0.002308091179757517
cat45_A,0.0005460826955327514
cat45_B,0.0005021644330436213
cat46_A,0.00016303932558273045
cat46_B,0.0002530416372965461
cat47_A,0.00026126627580839724
cat47_B,0.00029658918033428406
cat48_A,5.986611823887371e-05
cat48_B,6.072733772754745e-05
cat49_A,0.0010036333191116018
cat49_B,0.0010190025912352706
cat50_A,0.0011098607919746495
cat50_B,0.001366723488129952
cat51_A,0.0003681163031530405
cat51_B,0.0003176705681411748
cat52_A,0.0010814740812674765
cat52_B,0.0011583546546685862
cat53_A,0.0035977803335889157
cat53_B,0.002814495528526284
cat54_A,0.0004046423637459779
cat54_B,0.00031832234127515647
cat55_A,4.8967979930707285e-05
cat55_B,6.961128159227075e-05
cat56_A,8.013933058645632e-05
cat56_B,6.79652433097026e-05
cat57_A,0.0323746461650155
cat57_B,0.01912696421494475
cat58_A,9.120804225089946e-05
cat58_B,0.00019619872259670854
cat59_A,0.000208853466229979
cat59_B,0.0001854736470455307
cat60_A,5.235634694034826e-05
cat60_B,6.794195315108014e-05
cat61_A,0.00012093531999387778
cat61_B,0.00013710196945454462
cat62_A,6.547357475939448e-06
cat62_B,1.3770971017877064e-05
cat63_A,3.7989842794668207e-05
cat63_B,7.965666105916151e-05
cat64_A,2.973731515923613e-05
cat64_B,1.775152478613134e-05
cat65_A,0.0003679249559566175
cat65_B,0.0003641361016638922
cat66_A,0.0005125918335711136
cat66_B,0.0004902117129832077
cat67_A,0.00029224079131428226
cat67_B,0.0002589978726369832
cat68_A,0.00011238950628736807
cat68_B,8.489505161467032e-05
cat69_A,4.531080598676655e-05
cat69_B,2.5820922318703474e-05
cat70_A,9.516015797052489e-06
cat70_B,6.2690404789860574e-06
cat71_A,0.00043933363578881697
cat71_B,0.00033641465771485734
cat72_A,0.004537767490700481
cat72_B,0.005224215590175915
cat73_A,0.0007886848521005815
cat73_B,0.0007301477407950898
cat73_C,1.282471859137105e-05
cat74_A,0.0005525710483872586
cat74_B,0.0004955267046821246
cat74_C,1.745782920220974e-05
cat75_A,0.0007526406944978075
cat75_B,0.0007705678626974005
cat75_C,7.17179312377678e-08
cat76_A,0.0009543491019834426
cat76_B,0.0009753262968105542
cat76_C,2.944340946367447e-05
cat77_A,2.1711585483357274e-05
cat77_B,0.00010297431711992638
cat77_C,0.00010793329444154139
cat77_D,4.939260253201827e-05
cat78_A,1.2066437800808457e-05
cat78_B,0.00045543043929166164
cat78_C,0.0003438564179467186
cat78_D,0.00022467336604872545
cat79_A,0.000743358575884295
cat79_B,0.0012522728983009187
cat79_C,0.0005999948361858928
cat79_D,0.03409585065093208
cat80_A,1.348050163157825e-05
cat80_B,0.2398077619739486
cat80_C,0.0008729297689574801
cat80_D,0.000712630693763306
cat81_A,2.0348990311349806e-05
cat81_B,0.0018988604143500554
cat81_C,0.0008291136877083684
cat81_D,0.020968398723385566
cat82_A,0.0010711358867545777
cat82_B,0.0015392524987959697
cat82_C,0.0005121294544170111
cat82_D,0.0011309381283078506
cat83_A,0.0014885057142140024
cat83_B,0.001884783482659045
cat83_C,0.0007544884944467128
cat83_D,0.0009655585298920937
cat84_A,0.0011179774573288495
cat84_B,0.0005369244933881765
cat84_C,0.0012809024572968794
cat84_D,0.0009227891965114273
cat85_A,1.3382685589714515e-05
cat85_B,0.0004397489478329021
cat85_C,0.00033695915092154556
cat85_D,0.0002660439577662543
cat86_A,0.00013472675671383826
cat86_B,0.00030539681696013234
cat86_C,0.00012624559355101575
cat86_D,0.0003132668264071127
cat87_A,9.784745253755556e-06
cat87_B,0.0034638133282282823
cat87_C,0.0017054436937254717
cat87_D,0.0020720854759547695
cat88_A,0.0002766226693326954
cat88_B,1.8468068129711489e-06
cat88_D,0.0002691308489373577
cat88_E,4.7365856800698855e-05
cat89_A,0.00015958616989951847
cat89_B,0.00030623843903166
cat89_C,5.9109257614863645e-05
cat89_D,1.2554773210145147e-05
cat89_E,2.5173968830067783e-07
cat89_F,0.0
cat89_G,1.2852661454193253e-08
cat89_H,0.0
cat89_I,0.0
cat90_A,0.00040564971223844103
cat90_B,0.0006395957509549264
cat90_C,0.00021069574519231996
cat90_D,1.085756274054917e-05
cat90_E,2.925246373385872e-05
cat90_F,5.711669909601321e-09
cat90_G,7.795921516040696e-08
cat91_A,0.0019872674150053066
cat91_B,0.0016491284826365305
cat91_C,0.0021084446731540734
cat91_D,0.0009266057872665744
cat91_E,0.0003204936127271972
cat91_F,7.874117439093528e-05
cat91_G,0.0008969150845871087
cat91_H,1.571411663651154e-05
cat92_A,0.0011445655399421805
cat92_B,0.0002922000190142196
cat92_C,0.00017045471564336226
cat92_D,9.950636418632932e-06
cat92_E,0.0
cat92_F,7.857929139346148e-14
cat92_G,0.0
cat92_H,0.000991804713507317
cat92_I,1.5393463795481546e-05
cat93_A,5.882501516619133e-05
cat93_B,0.00035523796158781176
cat93_C,0.0012959351241747172
cat93_D,0.0012678741574150545
cat93_E,0.00046381820856487523
cat94_A,1.0130880708134286e-05
cat94_B,0.0007211540185553043
cat94_C,0.00043983394342398774
cat94_D,0.0008765472127496713
cat94_E,3.272250108382681e-07
cat94_F,2.0500463540964477e-05
cat94_G,1.4640130046110704e-06
cat95_A,0.0002726502340455511
cat95_B,5.571911473455273e-06
cat95_C,0.0007834303795476118
cat95_D,0.00045717987555517247
cat95_E,0.0003248314415733829
cat96_A,8.055496734905203e-07
cat96_B,0.00022695817247026607
cat96_C,8.84769922896822e-07
cat96_D,0.00026701667038595434
cat96_E,0.0004890890862895875
cat96_F,9.168761942452855e-06
cat96_G,0.00026218805009322786
cat96_H,0.0
cat96_I,3.800710099709032e-09
cat97_A,0.0006823126414690349
cat97_B,7.669139455176356e-07
cat97_C,0.0009259668756867849
cat97_D,5.668616490029309e-05
cat97_E,0.0004652140123064227
cat97_F,3.74194520710346e-05
cat97_G,0.000378659253002642
cat98_A,0.00023724510657209384
cat98_B,2.579991943295649e-05
cat98_C,0.00015850978227862408
cat98_D,0.0005194641689987635
cat98_E,8.521399103699277e-05
cat99_C,0.00012986274447343232
cat99_D,0.000714961346319672
cat99_E,0.00010697139621463227
cat99_F,0.0002784250383782691
cat99_G,1.1404700733935193e-07
cat99_H,2.493076439477374e-06
cat99_I,6.522238208874218e-07
cat99_J,3.426275606528535e-05
cat99_K,0.0002027402113205632
cat99_M,8.730150571642776e-06
cat99_N,0.00016315537235320592
cat99_O,3.547959480099966e-11
cat99_P,0.00042974852301452907
cat99_R,0.00010182869335364261
cat99_S,0.00021426350173789786
cat99_T,0.0002989025642516987
cat99_U,0.0
cat100_A,0.0005764814043428456
cat100_B,0.0007649301368809515
cat100_C,0.0008071966565711488
cat100_D,0.0001578216881053802
cat100_E,2.3108857722520218e-06
cat100_F,0.0033039878292672326
cat100_G,0.0036347174142346934
cat100_H,0.0017448460033286624
cat100_I,0.0038378606398684883
cat100_J,0.0012567606698781623
cat100_K,0.0012119894969843579
cat100_L,0.0016557537864108837
cat100_M,0.0014031388060783518
cat100_N,0.0008221947653176782
cat100_O,0.0010652975792814657
cat101_A,0.0012222944073050786
cat101_B,6.055729373049062e-08
cat101_C,0.0011063031026034092
cat101_D,0.0012994653592949548
cat101_E,7.507478707136554e-06
cat101_F,0.0011447533746275647
cat101_G,0.0010831878276950022
cat101_H,5.0907420904248596e-09
cat101_I,0.0008804564446907702
cat101_J,0.001048818998320012
cat101_K,2.1411068736086546e-11
cat101_L,0.000755108927700988
cat101_M,0.0010227442482687262
cat101_N,0.0
cat101_O,0.0005546302828144156
cat101_Q,0.0010645832975243648
cat101_R,0.0001767003060291254
cat101_S,0.0001860821529372068
cat101_U,0.0
cat102_A,0.0004008858624676619
cat102_B,0.0008277574074480598
cat102_C,0.0006705110621114814
cat102_D,0.0002789977836955824
cat102_E,0.0001607409430194074
cat102_F,4.053648797165327e-05
cat102_G,2.0977215019988355e-05
cat102_H,3.4500390665619894e-08
cat102_J,1.3184516473692501e-09
cat103_A,0.0010591411258002886
cat103_B,0.0018631772157139688
cat103_C,0.0014038254631456768
cat103_D,0.0011198096481860758
cat103_E,0.0007555373589558736
cat103_F,0.0004694405888306704
cat103_G,0.00022273724192696447
cat103_H,0.00014907611740962255
cat103_I,6.973716228087456e-05
cat103_J,6.988836934536287e-05
cat103_K,2.2864155302462656e-06
cat103_L,5.36338354173697e-06
cat103_M,0.0
cat103_N,0.0
cat104_A,1.3029795412353613e-05
cat104_B,4.6905242483212706e-07
cat104_C,0.00012637128379994062
cat104_D,0.00041101915138305376
cat104_E,0.0006881406503195688
cat104_F,0.0005880808210651305
cat104_G,0.0008615377581966534
cat104_H,0.0004844159881365996
cat104_I,0.00038202958936652014
cat104_J,0.00030416519556907066
cat104_K,0.000391644334527044
cat104_L,0.00021983338411291864
cat104_M,0.0002796796580653068
cat104_N,0.00011187164608957118
cat104_O,1.4581863131497846e-05
cat104_P,8.944971997830962e-06
cat104_Q,7.027029196481388e-07
cat105_A,4.158514848350436e-06
cat105_B,1.1935882587492788e-09
cat105_C,2.387997696148699e-05
cat105_D,0.0003896961151517743
cat105_E,0.001084915731612057
cat105_F,0.0014457721824571185
cat105_G,0.0010808390307558877
cat105_H,0.0008375144847038346
cat105_I,0.0006647506378276627
cat105_J,0.0005712501110016765
cat105_K,0.00018120082349370336
cat105_L,0.00015548935290291542
cat105_M,3.5812948821671577e-05
cat105_N,3.767639606364306e-05
cat105_O,2.8791646329500503e-06
cat105_P,5.315118992503951e-07
cat105_Q,8.059409478627834e-08
cat105_R,6.255637795826992e-05
cat105_S,7.577211406900621e-08
cat105_T,0.0
cat106_A,1.2610590096050568e-05
cat106_B,1.6762784086140948e-07
cat106_C,7.021782762439483e-05
cat106_D,0.0002873627833054305
cat106_E,0.0005124459208595516
cat106_F,0.0011205115790503596
cat106_G,0.001008511773725699
cat106_H,0.0008876569862869407
cat106_I,0.0005725232404363897
cat106_J,0.00041242962491189335
cat106_K,0.00019357668934357473
cat106_L,9.85865013105435e-05
cat106_M,5.191100730645519e-05
cat106_N,1.8965055150126018e-05
cat106_O,3.506485656425492e-06
cat106_P,4.408674332302846e-09
cat106_Q,0.0
cat106_R,1.815803624639814e-07
cat107_A,7.5937362191908586e-06
cat107_B,2.4371937707413494e-08
cat107_C,3.684986011701433e-06
cat107_D,0.00011598620153382672
cat107_E,0.0003710784492190266
cat107_F,0.0008595009153903059
cat107_G,0.0009088650223128261
cat107_H,0.0008876692432322245
cat107_I,0.0006561823102781332
cat107_J,0.0009187191388871368
cat107_K,0.0008909092016950299
cat107_L,0.0004325365179550305
cat107_M,0.00021936036052659595
cat107_N,7.830116761486743e-05
cat107_O,3.000974295118581e-05
cat107_P,1.8962514656555104e-05
cat107_Q,0.00010292086230942788
cat107_R,1.9034345405377607e-09
cat107_S,2.0620601759921492e-09
cat107_U,2.78408629249037e-07
cat108_A,0.0003192016057760869
cat108_B,0.0005710943569976373
cat108_C,1.5196639921869134e-05
cat108_D,0.0007142189677461587
cat108_E,0.0006328729682411961
cat108_F,9.684548778070344e-05
cat108_G,0.0001639338272681983
cat108_H,0.0002004518898421312
cat108_I,0.00017606004450077244
cat108_J,4.231520319943163e-05
cat108_K,0.0006275672619398677
cat109_A,3.2212490799062816e-06
cat109_AA,1.4652677675464155e-06
cat109_AB,0.0005941751717132059
cat109_AD,0.0
cat109_AE,1.3393208588693858e-06
cat109_AF,1.1057734958081683e-07
cat109_AG,0.0
cat109_AH,1.677592002392383e-06
cat109_AI,1.373605172049058e-07
cat109_AJ,1.7918609943969204e-06
cat109_AK,3.3254944301239977e-10
cat109_AL,5.877545962654355e-06
cat109_AM,6.777716841928312e-06
cat109_AN,6.069917854867626e-08
cat109_AO,2.7739662423482205e-09
cat109_AP,1.8086703364738405e-09
cat109_AQ,5.275008480575974e-07
cat109_AR,2.6327153049162333e-05
cat109_AS,1.883168563558847e-05
cat109_AT,1.8234978462184538e-05
cat109_AU,7.215644175489615e-07
cat109_AV,2.048520005462129e-09
cat109_AW,1.3584956731261104e-06
cat109_AX,2.3851881398753005e-06
cat109_AY,3.810065884755433e-07
cat109_B,0.0
cat109_BA,1.0753184829568283e-06
cat109_BB,5.109823199176241e-06
cat109_BC,2.002992213188437e-08
cat109_BD,2.467610959131439e-06
cat109_BE,1.0967781023925125e-06
cat109_BF,7.100968679805668e-09
cat109_BG,8.387889138637392e-10
cat109_BH,2.032581358785909e-05
cat109_BI,0.0014925479553503781
cat109_BJ,1.2711105674133069e-06
cat109_BK,2.8756774260810246e-07
cat109_BL,5.725519632368576e-06
cat109_BM,1.2237377905134168e-09
cat109_BN,3.3912009797349375e-08
cat109_BO,2.8625871120462338e-06
cat109_BP,0.0
cat109_BQ,6.781404774713732e-05
cat109_BR,3.480711735892826e-07
cat109_BS,1.772704543341925e-07
cat109_BT,3.8229922243581055e-09
cat109_BU,9.187147242405674e-05
cat109_BV,2.776818787977018e-08
cat109_BX,2.864722172223671e-06
cat109_BY,8.186136205326552e-10
cat109_C,2.630919448008566e-05
cat109_CA,6.10247507885186e-06
cat109_CB,4.448382079284064e-08
cat109_CC,1.8217209597088948e-06
cat109_CD,6.281807389547727e-06
cat109_CE,7.650816481817807e-09
cat109_CF,8.980020574221485e-09
cat109_CG,8.229369280221943e-08
cat109_CH,2.6791805770609294e-08
cat109_CI,3.5172093928087116e-06
cat109_CJ,1.489001133846736e-07
cat109_CK,5.60855895173942e-07
cat109_CL,4.102882482022324e-05
cat109_D,7.682107118239458e-06
cat109_E,4.496136959308753e-07
cat109_F,2.1525386072262418e-05
cat109_G,0.00013446151117028202
cat109_H,2.027352203498835e-06
cat109_I,3.8193070360834545e-06
cat109_J,7.302846372098133e-10
cat109_K,0.00014366743104363006
cat109_L,4.0207677930554856e-05
cat109_M,0.00011392706294496481
cat109_N,1.3086632782172826e-05
cat109_O,1.0456320902350255e-05
cat109_P,9.174504179649524e-08
cat109_Q,4.37612188696941e-06
cat109_R,2.401386162535202e-05
cat109_S,5.531549798654111e-07
cat109_T,1.2320552333571554e-06
cat109_U,1.7239938235337255e-06
cat109_V,5.64706852437692e-08
cat109_X,2.447409441213316e-05
cat109_Y,2.2109740009400255e-06
cat109_ZZ,3.3438303420297474e-10
cat110_A,0.0002543305003827898
cat110_AA,4.782409438827856e-07
cat110_AB,4.848213987159983e-06
cat110_AC,0.0005301802397097684
cat110_AD,6.310024481360941e-05
cat110_AE,2.949813300587508e-06
cat110_AF,3.2476708687734477e-10
cat110_AG,1.4197990622254865e-07
cat110_AH,1.730575550603588e-07
cat110_AI,0.0002087996341357039
cat110_AJ,2.7710870082900493e-07
cat110_AK,5.132125907320393e-05
cat110_AL,1.982249901404049e-06
cat110_AM,0.00045564052203102994
cat110_AN,1.1176872742512346e-07
cat110_AO,3.470879046746076e-07
cat110_AP,5.8939167329815e-05
cat110_AR,2.1896043567407598e-05
cat110_AS,0.0
cat110_AT,6.2630114533662595e-06
cat110_AU,5.677842390843193e-05
cat110_AV,4.2429174698253834e-07
cat110_AW,1.1861042084819223e-06
cat110_AX,1.1784537528532146e-06
cat110_AY,3.4822865804088986e-05
cat110_B,5.7932802722754615e-08
cat110_BA,3.1240117115904274e-05
cat110_BB,4.479861506373967e-07
cat110_BC,0.00022862792427053087
cat110_BD,4.239897371501729e-12
cat110_BE,8.557049840578019e-07
cat110_BF,4.219236512966884e-07
cat110_BG,1.0030791705103565e-05
cat110_BH,0.0
cat110_BI,1.7452178776798522e-09
cat110_BJ,9.250967921841867e-07
cat110_BK,0.0
cat110_BL,2.387948253106181e-07
cat110_BM,7.512106566585188e-08
cat110_BN,1.157464753136017e-09
cat110_BO,4.4622075402737406e-07
cat110_BP,0.00045619422141074677
cat110_BQ,2.4628050004810503e-07
cat110_BR,2.998180919925736e-07
cat110_BS,0.00037708109668314367
cat110_BT,0.0009389059397616843
cat110_BU,4.2806773595844856e-12
cat110_BV,2.3901300813902696e-08
cat110_BW,1.2909342325675757e-06
cat110_BX,1.2984037325061137e-06
cat110_BY,1.5694194346154035e-07
cat110_C,0.00013252251086837944
cat110_CA,0.0
cat110_CB,9.133730440767101e-10
cat110_CC,4.469121690379409e-07
cat110_CD,5.7467938775034434e-08
cat110_CF,3.705336165005703e-06
cat110_CG,1.2438766749408479e-05
cat110_CH,4.810020373577438e-05
cat110_CI,0.00039378586190735464
cat110_CJ,5.0783075712161704e-05
cat110_CK,1.95040620985747e-06
cat110_CL,0.00126713659040637
